Pair_ID,Trajectory_1,Trajectory_2,Common_Length_m,K_Skip,K_Overlap,K_Total,Signed_Mean_Unit_Spacing_Error,Skip_Overlap_Difference,Identity_Error,Trajectory_1_E_Folding_m,Trajectory_1_Integral_Scale_m,Trajectory_1_Skewness,Trajectory_1_Excess_Kurtosis,Trajectory_2_E_Folding_m,Trajectory_2_Integral_Scale_m,Trajectory_2_Skewness,Trajectory_2_Excess_Kurtosis,Absolute_Integral_Scale_Difference_m,Absolute_E_Folding_Difference_m,Absolute_Skewness_Difference,Absolute_Excess_Kurtosis_Difference
PAIR_028,C01_P3,C02_P1,274.6,0.6540583021700246,0.6550415077904446,1.3090998099604692,-0.0009832056204200229,0.0009832056204199802,0.0,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,21.6,17.8504915637117,-0.9132270563780546,0.8671489327109643,5.6015750590010995,6.799999999999997,0.4403516590896628,1.3039710780868266
PAIR_029,C01_P3,C02_P3,274.6,0.7368176947298648,0.7374535126204287,1.4742712073502935,-0.000635817890564044,0.0006358178905638834,0.0,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,38.0,31.32674433879733,-0.4338084142058662,-1.4553456342037197,7.8746777160845305,9.600000000000001,0.0390669830825256,1.0185234888278574
PAIR_030,C01_P3,C03_P1,274.6,0.7336532608624874,0.734040349745419,1.4676936106079064,-0.00038708888293176313,0.0003870888829315966,0.0,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,32.2,37.87927055239695,0.4659549849571102,-1.0019019358159027,14.427203929684154,3.8000000000000043,0.938830382245502,0.5650797904400404
PAIR_031,C01_P3,C03_P3,274.6,0.4310477234529827,0.43050620620061836,0.8615539296536011,0.0005415172523643857,0.000541517252364343,1.1102230246251565e-16,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,35.0,26.95959783244563,-0.0522551847368007,-0.7661167299209501,3.507531209732832,6.600000000000001,0.4206202125515911,0.32929458454508787
PAIR_032,C01_P3,C04_P1,274.6,0.4935354045758078,0.49352616505076635,0.9870615696265742,9.239525041358618e-06,9.239525041448982e-06,1.1102230246251565e-16,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,38.8,31.7690014004025,0.5429609892428743,-1.2651321476000783,8.316934777689703,10.399999999999999,1.015836386531266,0.828310002224216
PAIR_033,C01_P3,C04_P3,274.6,0.5204897484809483,0.5191205211621776,1.039610269643126,0.0013692273187709124,0.0013692273187707604,2.220446049250313e-16,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,13.0,16.52683851621324,-2.865758424412882,9.458655473657435,6.92522810649956,15.399999999999999,2.3928830271244905,9.895477619033297
PAIR_034,C01_P3,C05_P1,274.6,0.3605404454839239,0.3606840576319012,0.7212245031158251,-0.00014361214797734549,0.00014361214797731225,0.0,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,42.6,34.68691617598624,-0.6228101481585432,-0.775297699296114,11.234849553273442,14.200000000000003,0.1499347508701514,0.33847555392025175
PAIR_035,C01_P3,C05_P3,274.6,0.606873818373725,0.6075171637383943,1.2143909821121193,-0.0006433453646693383,0.0006433453646692566,0.0,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,25.200000000000003,27.68948238588642,0.5035448259256654,-0.2312441373528706,4.2374157631736225,3.1999999999999957,0.9764202232140572,0.20557800802299167
PAIR_036,C01_P3,C06_P1,274.6,0.7227272346347545,0.723040989561208,1.4457682241959626,-0.00031375492645352074,0.0003137549264534689,2.220446049250313e-16,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,13.2,11.262902816490314,-0.635977440877002,0.5787995669611563,12.189163806222485,15.2,0.16310204358861025,1.0156217123370186
PAIR_037,C01_P3,C06_P3,274.6,0.4883913171549845,0.48682953406612856,0.975220851221113,0.0015617830888559018,0.0015617830888559614,1.1102230246251565e-16,28.4,23.4520666227128,-0.4728753972883918,-0.4368221453758623,9.6,10.635109379037832,-3.4914778328284672,12.691193603637164,12.816957243674967,18.799999999999997,3.0186024355400756,13.128015749013025
