Marginal_Type,Trajectory_ID,Configuration,Direction,B_Integrated,Excursion_Length_m,Excursion_Length_Fraction,Number_of_Clusters,Longest_Cluster_Length_m,Largest_Cluster_Area_Factor_m
Common_Marginal,C02_P1,C02,Positive,0.3982051832398585,135.19010528584496,0.4981212427628775,8,77.54132801479713,50.47057992429698
Common_Marginal,C02_P1,C02,Negative,0.3991782425578962,136.20989471415504,0.5018787572371224,8,90.3233419899187,97.30110416635004
Common_Marginal,C02_P3,C02,Positive,0.39921736552967524,136.09917449982214,0.5014707977148936,8,92.57557421810253,93.54442359987476
Common_Marginal,C02_P3,C02,Negative,0.39927975462148335,135.3008255001779,0.4985292022851064,8,122.67997395285344,107.39393517824057
Common_Marginal,C03_P1,C03,Positive,0.39891771753409205,135.5525975012679,0.499456880992144,6,125.44117331357509,107.64623306256044
Common_Marginal,C03_P1,C03,Negative,0.3984189253613287,135.8474024987321,0.5005431190078559,6,92.30000000000001,98.17733582972086
Common_Marginal,C03_P3,C03,Positive,0.39925989791270966,135.59244496986668,0.4996037029103414,13,90.75207526758518,94.3002975418566
Common_Marginal,C03_P3,C03,Negative,0.3983803958354141,135.80755503013336,0.5003962970896586,14,57.03959199773527,66.26468739972181
Common_Marginal,C04_P1,C04,Positive,0.3992448607855153,135.4434665502299,0.4990547772668751,8,123.41212490666614,106.64848576880418
Common_Marginal,C04_P1,C04,Negative,0.3988785455734812,135.9565334497701,0.5009452227331248,8,65.0500010647605,55.98166394798252
Common_Marginal,C04_P3,C04,Positive,0.3989732408642273,136.46901328328187,0.5028335050968381,23,89.71554601702545,93.78689158985652
Common_Marginal,C04_P3,C04,Negative,0.39764608517032185,134.93098671671817,0.49716649490316195,24,64.59778351009868,77.24988636770532
Common_Marginal,C05_P1,C05,Positive,0.39799897740927853,136.49561898538576,0.5029315364236763,31,42.470364774140506,61.58508028972804
Common_Marginal,C05_P1,C05,Negative,0.3979862878061964,134.90438101461424,0.4970684635763236,31,93.35743931992641,98.47160203890475
Common_Marginal,C05_P3,C05,Positive,0.398026257416577,135.03263423911383,0.4975410251993877,33,80.9779737755594,90.33720498438164
Common_Marginal,C05_P3,C05,Negative,0.3983450311232379,136.36736576088617,0.5024589748006122,33,30.28310787384919,41.505515251357664
Common_Marginal,C06_P1,C06,Positive,0.3992802475983694,135.98810967095133,0.5010615684264971,11,63.12994262308888,76.80655309905623
Common_Marginal,C06_P1,C06,Negative,0.39906915702147827,135.41189032904867,0.4989384315735028,11,59.49726333212314,45.17249678482328
Common_Marginal,C06_P3,C06,Positive,0.3978688264686315,134.8503519592735,0.49686938820660825,50,94.67751430434117,100.07054654942141
Common_Marginal,C06_P3,C06,Negative,0.3962904677239936,136.54964804072654,0.5031306117933918,51,62.56321041163323,62.294055700206265
Common_Marginal,C07_P1,C07,Positive,0.39903734615470654,135.56046198560102,0.49948585845836774,11,100.0708289680365,101.75036226835762
Common_Marginal,C07_P1,C07,Negative,0.3983377690277711,135.83953801439898,0.5005141415416321,11,81.04999791296987,85.80646427233366
Common_Marginal,C07_P3,C07,Positive,0.39760873162770366,136.12978126447462,0.5015835713503117,48,39.55254310038945,37.22497215653004
Common_Marginal,C07_P3,C07,Negative,0.397218019082853,135.2702187355254,0.49841642864968816,48,33.72168247825567,50.40406512457064
Common_Marginal,C08_P1,C08,Positive,0.39913516654495085,135.98965588585983,0.5010672656074422,15,108.53177826089151,104.87221289670113
Common_Marginal,C08_P1,C08,Negative,0.39816338368905263,135.41034411414017,0.4989327343925577,15,108.10465360128785,103.92875673686072
Common_Marginal,C08_P3,C08,Positive,0.3982444871292633,135.2114727650233,0.49819997334201654,31,113.03927717795372,105.5647779912926
Common_Marginal,C08_P3,C08,Negative,0.39748243478082457,136.1885272349767,0.5018000266579834,31,113.70767085620435,105.46081195247007
Common_Marginal,C09_P1,C09,Positive,0.39884421851455976,135.52659518892355,0.4993610729142356,20,45.46433638945126,67.0509397455959
Common_Marginal,C09_P1,C09,Negative,0.3984919586003861,135.87340481107645,0.5006389270857643,20,38.69524877343474,41.14904564621178
Common_Marginal,C09_P3,C09,Positive,0.39868660091169533,135.5942027231234,0.4996101795251414,6,124.24332349850039,107.13441784511687
Common_Marginal,C09_P3,C09,Negative,0.3985711358893469,135.8057972768766,0.5003898204748585,6,120.97059114177247,106.86513610822153
Common_Marginal,C10_P1,C10,Positive,0.3987686832431986,135.888587014107,0.500694867406437,12,104.90178730601014,103.51055654895966
Common_Marginal,C10_P1,C10,Negative,0.3982814046011718,135.511412985893,0.49930513259356296,12,121.10298888356306,107.07840095175844
